word,phonemes,difficulty
أَكِيدٌ,ʔ-a-k-iː-d-u-n,medium
الْمُسْتَخْلَفُ,a-l-m-u-s-t-a-x-l-a-f-u,low
الَّذِينَ,a-ð-iː-n-a,medium
مُبِيدٌ,m-u-b-iː-d-u-n,low
بِالْمُتَنَاقِضَاتِ,b-i-l-m-u-t-a-n-aː-q-i-dˤ-aː-t-i,medium
بَرْداً,b-a-r-d,low
وَاعْتِلَاءِ,w-aː-ʕ-t-i-l-aː-ʔ-i,medium
دُولار,d-uː-l-r,low
زَرْعُهُ,z-a-r-ʕ-u-h-u,medium
وَأَسْعَارِ,w-a-ʔ-a-s-ʕ-aː-r-i,medium
وَاسْتَخَفَّهُ,w-aː-s-t-a-x-a-f-f-a-h-u,low
تَلْعَبَهُ,t-a-l-ʕ-a-b-a-h-u,medium
التَّنَازُلُ,a-t-t-a-n-aː-z-u-l-u,low
فَقُرَيْشٌ,f-a-q-u-r-a-j-ʃ-u-n,medium
صَلِّ,sˤ-a-l-l-i,medium
يُخالِفُ,j-u-x-l-i-f-u,low
خَوْضِهِمْ,x-a-w-dˤ-i-h-i-m,medium
مَنْفُوض,m-a-n-f-uː-dˤ,medium
وَأَوْزَاع,w-a-ʔ-a-w-z-aː-ʕ,medium
قَائِلٌ,q-aː-ʔ-i-l-u-n,medium
وَالْأَزْمِنَةِ,w-aː-l-ʔ-a-z-m-i-n-a,medium
غُدَّةً,ɣ-u-d-d-a,medium
بِطَرِيقٍ,b-i-tˤ-a-r-iː-q-i-n,medium
الْكَلَاَمُ,a-l-k-a-l-aː-m-u,low
وَأَخْلَدْت,w-a-ʔ-a-x-l-a-d-t,medium
رَايْتَر,r-aː-j-t-a-r,low
وَالتَّكَاتُفِ,w-aː-l-t-t-a-k-aː-t-u-f-i,low
الْمُعَادُونَ,a-l-m-u-ʕ-aː-d-uː-n-a,medium
وَنُكْر,w-a-n-u-k-r,low
زَهِيدٍ,z-a-h-iː-d-i-n,low
الْخِفَّةِ,a-l-x-i-f-f-a,low
سِرُّهَا,s-i-r-r-u-h-aː,low
وَاسْتَسْلَمَتْ,w-aː-s-t-a-s-l-a-m-a-t,low
للماءِ؛,l-l-m-ʔ-i,medium
الْفَرَحِ,a-l-f-a-r-a-ħ-i,medium
وَرُعْباً,w-a-r-u-ʕ-b,medium
وَالْقُبْحَ,w-aː-l-q-u-b-ħ-a,medium
الدِّرَاسَةُ,a-d-d-i-r-aː-s-a,low
اسْتَعْصَتْ,s-t-a-ʕ-sˤ-a-t,medium
وَالْأَخْلَاقِيَّاتِ؛,w-aː-l-ʔ-a-x-l-aː-q-i-j-j-aː-t-i,medium
مُنْغَرِسَةٌ,m-u-n-ɣ-a-r-i-s-a,medium
رَبْطٌ,r-a-b-tˤ-u-n,medium
وَالتَّدَرُّبِ,w-aː-l-t-t-a-d-a-r-r-u-b-i,low
وَكَمِدَ,w-a-k-a-m-i-d-a,low
رَئِيسِيَّةٌ,r-a-ʔ-iː-s-i-j-j-a,medium
لِمُسِنٍّ,l-i-m-u-s-i-n-n-i-n,low
وَسَآءتْ,w-a-s-a-ʔ-aː-ʔ-t,medium
أَعْمَقَ,ʔ-a-ʕ-m-a-q-a,high
كُرْسِيّ,k-u-r-s-i-j-j,low
وَيُقَدِّرُ,w-a-j-u-q-a-d-d-i-r-u,medium
تُحَذِّرُ,t-u-ħ-a-ð-ð-i-r-u,high
يَتَوَفَّرُ,j-a-t-a-w-a-f-f-a-r-u,low
بَانكُوك,b-aː-n-k-uː-k,low
مُفَكِّرًا؛,m-u-f-a-k-k-i-r-a-n,low
وَاخْتِلَافَ,w-aː-x-t-i-l-aː-f-a,low
حُجْرَتَانِ,ħ-u-dʒ-r-a-t-aː-n-i,medium
فَاجْلِدُوهُمْ,f-aː-dʒ-l-i-d-uː-h-u-m,low
بِالْعِقَابِ,b-i-l-ʕ-i-q-aː-b-i,medium
دَقَائِقه,d-a-q-aː-ʔ-i-q-h,high
تَغُوصَ,t-a-ɣ-uː-sˤ-a,medium
يَرْحَمُ,j-a-r-ħ-a-m-u,medium
الْأُخْرَى,a-l-ʔ-u-x-r-aː,medium
عَمَل,ʕ-a-m-a-l,medium
وَسَعَادَتِهَا,w-a-s-a-ʕ-aː-d-a-t-i-h-aː,medium
وَتَأْثِيرَاتٍ,w-a-t-a-ʔ-θ-iː-r-aː-t-i-n,medium
وَكَبِيرَةٍ,w-a-k-a-b-iː-r-a,low
يَكْثُرَ,j-a-k-θ-u-r-a,medium
جِنْسِيَّةً,dʒ-i-n-s-i-j-j-a,low
اسْتَقْبَلُوهُ,s-t-a-q-b-a-l-uː-h-u,medium
أَفْرَادَ,ʔ-a-f-r-aː-d-a,medium
كُنتُم,k-u-n-t-u-m,low
التَّأْثِيرُ,a-t-t-a-ʔ-θ-iː-r-u,medium
وَالْفِقْهُ,w-aː-l-f-i-q-h-u,medium
وَالْجِسْمِيَّةِ,w-aː-l-dʒ-i-s-m-i-j-j-a,low
التَّسَامِي,a-t-t-a-s-aː-m-iː,low
بَيْضَةً,b-a-j-dˤ-a,medium
أَرْيَحِيّ,ʔ-a-r-j-a-ħ-i-j-j,medium
لَيُخَالِفُ,l-a-j-u-x-aː-l-i-f-u,low
وَطَبِنَ,w-a-tˤ-a-b-i-n-a,medium
أَنَلْ,ʔ-a-n-a-l,medium
تاشْفِينَ,t-ʃ-f-iː-n-a,low
وَآلات,w-a-ʔ-aː-l-t,medium
مَفَرَّ,m-a-f-a-r-r-a,low
مُكَرَّمٌ,m-u-k-a-r-r-a-m-u-n,low
الْأَرْبِعَاءَ,a-l-ʔ-a-r-b-i-ʕ-aː-ʔ-a,high
التَّرَاجُعَ,a-t-t-a-r-aː-dʒ-u-ʕ-a,medium
الْمُصَلِّينَ,a-l-m-u-sˤ-a-l-l-iː-n-a,medium
شَارَكَتْ,ʃ-aː-r-a-k-a-t,low
دِيسِمْبِر/كَانُون,d-iː-s-i-m-b-i-r-k-aː-n-uː-n,low
الرَّعْدُ,a-r-r-a-ʕ-d-u,medium
الْقِيَامَ,a-l-q-i-j-aː-m-a,medium
وَالِالْتِزَامُ,w-aː-l-i-l-t-i-z-aː-m-u,low
سَبْعَ,s-a-b-ʕ-a,medium
وَيَعُودُ,w-a-j-a-ʕ-uː-d-u,medium
الِاحْتِمَالَاتِ,a-l-ħ-t-i-m-aː-l-aː-t-i,medium
يُزِيلُ,j-u-z-iː-l-u,low
وَالْخَنَازِيرُ,w-aː-l-x-a-n-aː-z-iː-r-u,low
بِخِلافِهَا,b-i-x-i-l-f-i-h-aː,low
أهَمِّيَّةَ,ʔ-a-h-a-m-m-i-j-j-a,medium
ضَلَالِهِ,dˤ-a-l-aː-l-i-h-i,medium
عَلَيهِ؛,ʕ-a-l-a-j-h-i,medium
لَيَحْزَنُ,l-a-j-a-ħ-z-a-n-u,medium
نَتَائِجَ,n-a-t-aː-ʔ-i-dʒ-a,medium
بِالْوَهَنِ,b-i-l-w-a-h-a-n-i,low
الْمَأَقَة,a-l-m-a-ʔ-a-q-a,medium
لِطَاعَةِ,l-i-tˤ-aː-ʕ-a,medium
يُكَلِّمُنَا,j-u-k-a-l-l-i-m-u-n-aː,low
وَالْمِيكُونْغ,w-aː-l-m-iː-k-uː-n-ɣ,medium
وَتَوْجِيهٍ؛,w-a-t-a-w-dʒ-iː-h-i-n,low
وَتَسْتَجِبْ,w-a-t-a-s-t-a-dʒ-i-b,low
عُبَابه,ʕ-u-b-aː-b-h,medium
الْمُوَاطِنَيْنِ,a-l-m-uː-tˤ-i-n-a-j-n-i,medium
صَيْرُورَتِهِمْ,sˤ-a-j-r-uː-r-a-t-i-h-i-m,medium
مِن,m-i-n,low
وَالْوَقَاحَةِ,w-aː-l-w-a-q-aː-ħ-a,medium
وَيَوْمِ,w-a-j-a-w-m-i,low
الشِّركُ,a-ʃ-ʃ-i-r-k-u,low
وَالْعِنَايَةِ,w-aː-l-ʕ-i-n-aː-j-a,medium
وَقَصَّهُ,w-a-q-a-sˤ-sˤ-a-h-u,high
اشْتِرَاكًا,ʃ-t-i-r-aː-k-a-n,low
تَطْعَنُ,t-a-tˤ-ʕ-a-n-u,medium
فَأَجَابَهُ,f-a-ʔ-a-dʒ-aː-b-a-h-u,medium
غُلْبُونَ,ɣ-u-l-b-uː-n-a,medium
إِسْرَافٍ,ʔ-i-s-r-aː-f-i-n,medium
وَاقْتِصَادِ,w-aː-q-t-i-sˤ-aː-d-i,medium
وَحَجٍّ,w-a-ħ-a-dʒ-dʒ-i-n,medium
وَالْحَاسِد,w-aː-l-ħ-aː-s-i-d,medium
وَازْدَرَيْته,w-aː-z-d-a-r-a-j-t-h,low
عِتَابٌ,ʕ-i-t-aː-b-u-n,medium
يُطِيقُنِي,j-u-tˤ-iː-q-u-n-iː,medium
ثُغُوراً,θ-u-ɣ-uː-r,medium
دِلَالَتِهَا,d-i-l-aː-l-a-t-i-h-aː,low
أَجْدَرُ,ʔ-a-dʒ-d-a-r-u,medium
بِفِعْلِهَا,b-i-f-i-ʕ-l-i-h-aː,medium
وَالسَّيِّئَاتِ,w-aː-l-s-s-a-j-j-i-ʔ-aː-t-i,medium
تَدْعَمَانِ,t-a-d-ʕ-a-m-aː-n-i,medium
أَإِلَهٌ,ʔ-a-ʔ-i-l-a-h-u-n,medium
الْحَنَابِلَةُ,a-l-ħ-a-n-aː-b-i-l-a,medium
افْتَعَلُوا,f-t-a-ʕ-a-l-uː,medium
جُيُوشُ,dʒ-u-j-uː-ʃ-u,low
وَتَسَهَّلَ,w-a-t-a-s-a-h-h-a-l-a,low
وَاعْتِدَاءٍ؛,w-aː-ʕ-t-i-d-aː-ʔ-i-n,medium
لِجُمُودِهَا,l-i-dʒ-u-m-uː-d-i-h-aː,low
وَالْمَشَاعِرِ,w-aː-l-m-a-ʃ-aː-ʕ-i-r-i,medium
فَوْقَ,f-a-w-q-a,medium
الذِّهْنِيَّةِ,a-ð-ð-i-h-n-i-j-j-a,medium
وَ,w-a,low
وَالسَّحْقِ,w-aː-l-s-s-a-ħ-q-i,medium
الْمُلْتَزَمِ,a-l-m-u-l-t-a-z-a-m-i,low
تُؤْمَرُ,t-u-ʔ-m-a-r-u,medium
الْقِبْطِيِّ,a-l-q-i-b-tˤ-i-j-j-i,medium
عَدَمِيًّا,ʕ-a-d-a-m-i-j-j-a-n,medium
لِلزُّوَّارِ,l-i-l-z-z-uː-r-i,low
وَعَقَائِل,w-a-ʕ-a-q-aː-ʔ-i-l,high
نَاصِيَته,n-aː-sˤ-i-j-a-t-h,medium
بِمَصَالِحِ,b-i-m-a-sˤ-aː-l-i-ħ-i,medium
طَلْحَةُ,tˤ-a-l-ħ-a,medium
وَجَامِدٍ؛,w-a-dʒ-aː-m-i-d-i-n,low
إِعْطَاءَ,ʔ-i-ʕ-tˤ-aː-ʔ-a,high
نُسْقِيكُمْ,n-u-s-q-iː-k-u-m,medium
وَتَدْمِيرِهَا,w-a-t-a-d-m-iː-r-i-h-aː,low
الْغَدَاءَ,a-l-ɣ-a-d-aː-ʔ-a,medium
يَهْدِي,j-a-h-d-iː,low
وَنُفَايَاتِ,w-a-n-u-f-aː-j-aː-t-i,low
وعُيَيْر,w-ʕ-u-j-a-j-r,medium
تَحَرُّرَ,t-a-ħ-a-r-r-u-r-a,medium
الْعُجْرَة,a-l-ʕ-u-dʒ-r-a,medium
وَحَالَتْ,w-a-ħ-aː-l-a-t,medium
يَبْتَدِئُونَ,j-a-b-t-a-d-i-ʔ-uː-n-a,medium
إِخْرَاجٌ,ʔ-i-x-r-aː-dʒ-u-n,medium
وَجُنْدِيٍّ,w-a-dʒ-u-n-d-i-j-j-i-n,low
تَطْبِيقِ,t-a-tˤ-b-iː-q-i,medium
تَلْتَصِقُ,t-a-l-t-a-sˤ-i-q-u,medium
وُسْعِهِ,w-u-s-ʕ-i-h-i,medium
الْهَيْمَنَةِ,a-l-h-a-j-m-a-n-a,low
جِدًّا,dʒ-i-d-d-a-n,low
اللَّاعِبَ,a-l-l-aː-ʕ-i-b-a,medium
وَتَتْرُكُ,w-a-t-a-t-r-u-k-u,low
فَتَلْزَمُهُمُ,f-a-t-a-l-z-a-m-u-h-u-m-u,low
وَالِاتِّصَالَاتِ,w-aː-l-i-t-t-i-sˤ-aː-l-aː-t-i,medium
يُعَمِّقُ,j-u-ʕ-a-m-m-i-q-u,medium
وَعَرَفْت,w-a-ʕ-a-r-a-f-t,medium
جَابِرٌ,dʒ-aː-b-i-r-u-n,low
مَعْدَى,m-a-ʕ-d-aː,medium
وَبَعْضًا,w-a-b-a-ʕ-dˤ-a-n,medium
التَّقْيِيدَ,a-t-t-a-q-j-iː-d-a,medium
فَشَكَرَ,f-a-ʃ-a-k-a-r-a,low
الْقَلِيلُ,a-l-q-a-l-iː-l-u,medium
وتُنْكِرَهُ,w-t-u-n-k-i-r-a-h-u,low
لِنَتَأَسَّى,l-i-n-a-t-a-ʔ-a-s-s-aː,medium
لِلَّهِ؛,l-i-l-l-a-h-i,low
وَرَغَّبْتُهُ,w-a-r-a-ɣ-ɣ-a-b-t-u-h-u,medium
وَيَسْتَجِيبُ,w-a-j-a-s-t-a-dʒ-iː-b-u,low
أَمْرَانِ,ʔ-a-m-r-aː-n-i,medium
طَبِيعَةٍ,tˤ-a-b-iː-ʕ-a,medium
وَصُنْعِهَا,w-a-sˤ-u-n-ʕ-i-h-aː,medium
بِذَاتِ,b-i-ð-aː-t-i,medium
الْوَسَائِلِ,a-l-w-a-s-aː-ʔ-i-l-i,medium
مُصْطَلَحِ,m-u-sˤ-tˤ-a-l-a-ħ-i,high
أَلاحَ,ʔ-a-l-ħ-a,medium
يُزَوِّجُهُمْ,j-u-z-a-w-w-i-dʒ-u-h-u-m,low
مُطْلَقُ,m-u-tˤ-l-a-q-u,medium
وَالْمُنْشَآتِ,w-aː-l-m-u-n-ʃ-a-ʔ-aː-t-i,medium
فَنُنْكِرُ,f-a-n-u-n-k-i-r-u,low
اسْتَحْضَرَت,s-t-a-ħ-dˤ-a-r-a-t,medium
أَصْفَرَ,ʔ-a-sˤ-f-a-r-a,medium
وَإِقَامَتَيْنِ,w-a-ʔ-i-q-aː-m-a-t-a-j-n-i,medium
بِالْمَجَّانِ,b-i-l-m-a-dʒ-dʒ-aː-n-i,low
أُسْتُرَالْيَا,ʔ-u-s-t-u-r-aː-l-j-aː,medium
وُحَرِّيَاتِهِ,w-u-ħ-a-r-r-i-j-aː-t-i-h-i,medium
أَضَعَ,ʔ-a-dˤ-a-ʕ-a,high
أَرْسَلُوا,ʔ-a-r-s-a-l-uː,medium
أَعْجَمِيًّا,ʔ-a-ʕ-dʒ-a-m-i-j-j-a-n,medium
الْبَرْغُوثِ,a-l-b-a-r-ɣ-uː-θ-i,medium
رَضِّنِي,r-a-dˤ-dˤ-i-n-iː,medium
مُدَمْلَجٌ,m-u-d-a-m-l-a-dʒ-u-n,low
مُجَاوَزَتِهِ,m-u-dʒ-aː-w-a-z-a-t-i-h-i,low
مِظَلَّةِ,m-i-ðˤ-a-l-l-a,medium
التَّمَزُّقِ,a-t-t-a-m-a-z-z-u-q-i,medium
وَالْفَنَّ,w-aː-l-f-a-n-n-a,low
السَّكِينَة,a-s-s-a-k-iː-n-a,low
وَالْمَرْأَةَ,w-aː-l-m-a-r-ʔ-a,medium
وَتَبَصَّرْتُ,w-a-t-a-b-a-sˤ-sˤ-a-r-t-u,medium
سُلُوكِهِمْ,s-u-l-uː-k-i-h-i-m,low
الرَّبْعَة,a-r-r-a-b-ʕ-a,medium
وَمَشْهَدُهُمْ,w-a-m-a-ʃ-h-a-d-u-h-u-m,low
لِلْفَصَاحَةِ,l-i-l-f-a-sˤ-aː-ħ-a,medium
وَتَظْهَرُ,w-a-t-a-ðˤ-h-a-r-u,medium
تُقَرِّبُكُمْ,t-u-q-a-r-r-i-b-u-k-u-m,medium
هُوَّةً,h-uː,low
شَاءَتْ,ʃ-aː-ʔ-a-t,medium
تَتَحَوَّلَ,t-a-t-a-ħ-a-w-w-a-l-a,medium
اِنْتَسَبَ,n-t-a-s-a-b-a,low
لاحَتْ,l-ħ-a-t,medium
إلَيهِ,ʔ-i-l-a-j-h-i,medium
الْفَاصِلَ,a-l-f-aː-sˤ-i-l-a,medium
لِلْفَوْزِ,l-i-l-f-a-w-z-i,low
قَلَقًا,q-a-l-a-q-a-n,medium
بالأَدِلَّةِ,b-l-ʔ-a-d-i-l-l-a,medium
الْجَلامِيد,a-l-dʒ-a-l-m-iː-d,low
الأَسْرَار,a-l-ʔ-a-s-r-aː-r,medium
تَوْفِيرُهُ,t-a-w-f-iː-r-u-h-u,low
الرّعَّاشُ,a-r-r-ʕ-ʕ-aː-ʃ-u,medium
الضُّرَّ,a-dˤ-dˤ-u-r-r-a,medium
صِيَاغَةٌ,sˤ-i-j-aː-ɣ-a,medium
السُّورِيَّةِ,a-s-s-uː-r-i-j-j-a,low
وَالتَّنْبِيهِ,w-aː-l-t-t-a-n-b-iː-h-i,low
عَادَةُ,ʕ-aː-d-a,medium
وَسَخَافَة,w-a-s-a-x-aː-f-a,low
بُؤَرُ,b-u-ʔ-a-r-u,medium
وَالْحِقْدُ,w-aː-l-ħ-i-q-d-u,medium
لِمَسِيرَتِهِ,l-i-m-a-s-iː-r-a-t-i-h-i,low
لكُلِّ,l-k-u-l-l-i,low
آرَاءَهُمْ,ʔ-aː-r-aː-ʔ-a-h-u-m,medium
فَالتَّرْكِيبُ,f-aː-l-t-t-a-r-k-iː-b-u,low
مَوْجُودَةٍ,m-a-w-dʒ-uː-d-a,low
الْوَهْمِيُّ,a-l-w-a-h-m-i-j-j-u,low
وَالِارْتِبَاطِ,w-aː-l-i-r-t-i-b-aː-tˤ-i,medium
لِيَقْرَأَهُ,l-i-j-a-q-r-a-ʔ-a-h-u,medium
الْمَلَّاحِينَ,a-l-m-a-l-l-aː-ħ-iː-n-a,medium
قَدْرِنَا,q-a-d-r-i-n-aː,medium
الرُّوسِيُّ,a-r-r-uː-s-i-j-j-u,low
بِشُؤُونِ,b-i-ʃ-u-ʔ-uː-n-i,medium
مُعْظَمُهُنَّ,m-u-ʕ-ðˤ-a-m-u-h-u-n-n-a,medium
وَالْأَطْهَرُ,w-aː-l-ʔ-a-tˤ-h-a-r-u,medium
بَدَنِيَّةً,b-a-d-a-n-i-j-j-a,low
تَسْخِيرَ,t-a-s-x-iː-r-a,low
وَاتِّحادِهِ,w-aː-t-t-i-ħ-d-i-h-i,medium
وَنُحَوِّلُهَا,w-a-n-u-ħ-a-w-w-i-l-u-h-aː,medium
دَانمَارْكِيٌّ,d-aː-n-m-aː-r-k-i-j-j-u-n,low
وَصَفْقَة,w-a-sˤ-a-f-q-a,medium
يُبْقِ,j-u-b-q-i,medium
لَيَسْتَدِرّ,l-a-j-a-s-t-a-d-i-r-r,low
أَثَراً,ʔ-a-θ-a-r,medium
عَيِيّ,ʕ-a-j-i-j-j,medium
وَأَعْضَاءِ,w-a-ʔ-a-ʕ-dˤ-aː-ʔ-i,high
الطَّقْسُ,a-tˤ-tˤ-a-q-s-u,high
مُقَدَّرَاتِهَا,m-u-q-a-d-d-a-r-aː-t-i-h-aː,medium
مِنْهُمُ,m-i-n-h-u-m-u,low
وَأَدَاؤُهَا,w-a-ʔ-a-d-aː-ʔ-u-h-aː,medium
فَضَرَبَهُ,f-a-dˤ-a-r-a-b-a-h-u,medium
شَطْحٍ,ʃ-a-tˤ-ħ-i-n,medium
الْغَيْرِ؛,a-l-ɣ-a-j-r-i,medium
أَوَائِل,ʔ-a-w-aː-ʔ-i-l,medium
وَالْقِصَصِ,w-aː-l-q-i-sˤ-a-sˤ-i,high
وَمُصَاب,w-a-m-u-sˤ-aː-b,medium
طَالِبِينَ,tˤ-aː-l-i-b-iː-n-a,medium
وَإِحْسان,w-a-ʔ-i-ħ-s-n,medium
يَعْتَنِقُهَا,j-a-ʕ-t-a-n-i-q-u-h-aː,medium
وَالْأَجْهِزَةَ,w-aː-l-ʔ-a-dʒ-h-i-z-a,medium
وَأَجْنَبِيَّاتٍ,w-a-ʔ-a-dʒ-n-a-b-i-j-j-aː-t-i-n,medium
تَتَبَنَّاهُ,t-a-t-a-b-a-n-n-aː-h-u,low
الْمُقَارَنَةِ,a-l-m-u-q-aː-r-a-n-a,medium
سَبِيلَهَا,s-a-b-iː-l-a-h-aː,low
فيسْبُوك,f-j-s-b-uː-k,low
وَرَحِمٌ,w-a-r-a-ħ-i-m-u-n,medium
بَوْله,b-a-w-l-h,low
مَسْرَحِ,m-a-s-r-a-ħ-i,medium
النَّيْلِ,a-n-n-a-j-l-i,low
الْكَرِيمَةِ,a-l-k-a-r-iː-m-a,low
جَنوبِ,dʒ-a-n-w-b-i,low
لِلْقَمَرِ,l-i-l-q-a-m-a-r-i,medium
تُرَاثِ,t-u-r-aː-θ-i,medium
لِأُمِّهِ,l-i-ʔ-u-m-m-i-h-i,medium
وَالدِّينِيَّةِ,w-aː-l-d-d-iː-n-i-j-j-a,low
تَقْصِيرٍ,t-a-q-sˤ-iː-r-i-n,medium
الرَّابِعَةُ,a-r-r-aː-b-i-ʕ-a,medium
جَعَلْنَا,dʒ-a-ʕ-a-l-n-aː,medium
الْمُضْطَرَّ,a-l-m-u-dˤ-tˤ-a-r-r-a,medium
اللَّعِبَ,a-l-l-a-ʕ-i-b-a,medium
ثَالُوثٍ؛,θ-aː-l-uː-θ-i-n,medium
بَعْدَ,b-a-ʕ-d-a,medium
وَالصَّبْرُ,w-aː-l-sˤ-sˤ-a-b-r-u,medium
وَالرَّفِيع,w-aː-l-r-r-a-f-iː-ʕ,medium
كَافِرُونَ,k-aː-f-i-r-uː-n-a,low
الْعَوْلَمَةُ,a-l-ʕ-a-w-l-a-m-a,medium
تُطَلَّقُ,t-u-tˤ-a-l-l-a-q-u,medium
وَصَلْت,w-a-sˤ-a-l-t,medium
وَأَوْحَد,w-a-ʔ-a-w-ħ-a-d,medium
وَيَهُونُ,w-a-j-a-h-uː-n-u,low
نَاقَةٍ,n-aː-q-a,medium
صَمَّاءُ,sˤ-a-m-m-aː-ʔ-u,medium
يُحْسِنُ,j-u-ħ-s-i-n-u,medium
يَسُوسَ,j-a-s-uː-s-a,low
الْمَحْسُوسَ,a-l-m-a-ħ-s-uː-s-a,medium
آخُذُهُمَا,ʔ-aː-x-u-ð-u-h-u-m-aː,medium
يُنَزِّلَ,j-u-n-a-z-z-i-l-a,low
بِقُرَابِهَا,b-i-q-u-r-aː-b-i-h-aː,medium
نُظَرائِي,n-u-ðˤ-a-r-ʔ-iː,medium
مِقْدَارِ,m-i-q-d-aː-r-i,medium
فَتَحَتْ,f-a-t-a-ħ-a-t,medium
جَلِيّ,dʒ-a-l-i-j-j,low
وَالنَّاقِبُ,w-aː-l-n-n-aː-q-i-b-u,medium
وَالسَّنَوَاتِ,w-aː-l-s-s-a-n-a-w-aː-t-i,low
بِالتَّسَاوِي,b-i-l-t-t-a-s-aː-w-iː,low
وَامْتَازَ,w-aː-m-t-aː-z-a,low
يُسْأَلَ,j-u-s-ʔ-a-l-a,medium
قَدِيرٍ,q-a-d-iː-r-i-n,medium
الْمُنَوَّهِ,a-l-m-u-n-a-w-w-a-h-i,low
الْمُدَبِّرُ,a-l-m-u-d-a-b-b-i-r-u,low
وَجَفَّتِ,w-a-dʒ-a-f-f-a-t-i,low
لِنَحْوِ,l-i-n-a-ħ-w-i,medium
خَلِيلٍ,x-a-l-iː-l-i-n,low
وَالْعَدَاوَاتِ,w-aː-l-ʕ-a-d-aː-w-aː-t-i,medium
الْيَد,a-l-j-a-d,low
خِلْفَة,x-i-l-f-a,low
وَهَمَّتْ,w-a-h-a-m-m-a-t,low
لَيلاً,l-a-j-l,low
مُنْقَطِعَة,m-u-n-q-a-tˤ-i-ʕ-a,high
خَطِل,x-a-tˤ-i-l,medium
تَقُومَ,t-a-q-uː-m-a,medium
الرَّفَائِد,a-r-r-a-f-aː-ʔ-i-d,medium
النُّكْتَةُ,a-n-n-u-k-t-a,low
الْإِسْلَامُ,a-l-ʔ-i-s-l-aː-m-u,medium
تُسْقِطُ,t-u-s-q-i-tˤ-u,medium
وَرُوحِ,w-a-r-uː-ħ-i,medium
كَرِيمٌ؛,k-a-r-iː-m-u-n,low
الْعَرِيكَةِ,a-l-ʕ-a-r-iː-k-a,medium
الْأَحْدَاثَ,a-l-ʔ-a-ħ-d-aː-θ-a,high
أَئِنَّ,ʔ-a-ʔ-i-n-n-a,medium
شُعُوبِ,ʃ-u-ʕ-uː-b-i,medium
وَجَشِع,w-a-dʒ-a-ʃ-i-ʕ,medium
وَوَيْلٌ,w-a-w-a-j-l-u-n,low
وَتَدَافَنُوا,w-a-t-a-d-aː-f-a-n-uː,low
مُنْذ,m-u-n-ð,medium
الرُّوحِيَّةِ,a-r-r-uː-ħ-i-j-j-a,medium
مُعْظَمُهَا,m-u-ʕ-ðˤ-a-m-u-h-aː,medium
بِاللُّقْمَةِ,b-i-l-l-l-u-q-m-a,medium
لِتَشُمّ,l-i-t-a-ʃ-u-m-m,low
نَصَلَ,n-a-sˤ-a-l-a,medium
أَسْرَارِهَا,ʔ-a-s-r-aː-r-i-h-aː,medium
وَسُفِيَ,w-a-s-u-f-i-j-a,low
يُمْسِي,j-u-m-s-iː,low
تَرَوْا,t-a-r-a-w,low
وَنَاجِس,w-a-n-aː-dʒ-i-s,low
فَقِيرَةً,f-a-q-iː-r-a,medium
رُقِيِّهَا,r-u-q-i-j-j-i-h-aː,medium
فَوْزِهِ,f-a-w-z-i-h-i,low
تِقْنِيَّاتِ,t-i-q-n-i-j-j-aː-t-i,medium
تَمْنَعَهُمْ,t-a-m-n-a-ʕ-a-h-u-m,medium
الْأَلْمَانَ,a-l-ʔ-a-l-m-aː-n-a,medium
مُجَزَّءًا,m-u-dʒ-a-z-z-a-ʔ-a-n,medium
الثَّأْرِ,a-θ-θ-a-ʔ-r-i,high
وَبَلَّغَهُ,w-a-b-a-l-l-a-ɣ-a-h-u,medium
وَالظَّاهِرِ,w-aː-l-ðˤ-ðˤ-aː-h-i-r-i,medium
الْأَحَد,a-l-ʔ-a-ħ-a-d,medium
تَجِيءَ,t-a-dʒ-iː-ʔ-a,medium
الآذَانِ,a-l-ʔ-aː-ð-aː-n-i,medium
بِفِطْرَةٍ,b-i-f-i-tˤ-r-a,medium
بِالْمُخْزِيَات,b-i-l-m-u-x-z-i-j-aː-t,low
يَخْضَعَانِ,j-a-x-dˤ-a-ʕ-aː-n-i,medium
وَجَلَّى,w-a-dʒ-a-l-l-aː,low
وَالتَّفَاعُلُ,w-aː-l-t-t-a-f-aː-ʕ-u-l-u,medium
لِيَكْفُرَ,l-i-j-a-k-f-u-r-a,low
صِيَانَتِهَا,sˤ-i-j-aː-n-a-t-i-h-aː,medium
اليَمَنَ,a-l-j-a-m-a-n-a,low
أَهْلَكَهَا,ʔ-a-h-l-a-k-a-h-aː,medium
وَجَذَمَهَا,w-a-dʒ-a-ð-a-m-a-h-aː,medium
لِلسَّلَامِ,l-i-l-s-s-a-l-aː-m-i,low
مَنْظَرِهِ,m-a-n-ðˤ-a-r-i-h-i,medium
فَيَشْكُرَ,f-a-j-a-ʃ-k-u-r-a,low
نَظُورٌ,n-a-ðˤ-uː-r-u-n,medium
إِنْسِهِ,ʔ-i-n-s-i-h-i,medium
السَّاعَةَ,a-s-s-aː-ʕ-a,medium
السِّعَايَة,a-s-s-i-ʕ-aː-j-a,medium
تَسَفَّلَ,t-a-s-a-f-f-a-l-a,low
كَرِيمَتَيْهِ,k-a-r-iː-m-a-t-a-j-h-i,low
وَأَكْرَمُ,w-a-ʔ-a-k-r-a-m-u,medium
وَالظَّنِّ,w-aː-l-ðˤ-ðˤ-a-n-n-i,medium
